acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.092773,-0.423096,0.773438,-2.099237,2.122137,0.167939
0.091309,-0.421875,0.778564,-3.213740,3.664122,0.694656
0.098389,-0.422119,0.775391,-3.977099,4.412214,0.862595
0.096191,-0.421387,0.768555,-3.793893,3.763359,-0.572519
0.099609,-0.421143,0.785400,-3.358779,2.816794,-1.480916
0.110596,-0.426514,0.796875,-2.022901,1.961832,-2.770992
0.103760,-0.426025,0.796875,-1.137405,0.824427,-3.793893
0.096436,-0.417969,0.798584,-0.312977,-0.343511,-4.648855
0.087646,-0.420166,0.792236,0.396947,-1.610687,-5.045802
0.080566,-0.414795,0.779297,0.511450,-1.816794,-4.473282
0.085205,-0.414551,0.764648,-0.282443,-0.961832,-3.839695
0.075928,-0.412842,0.771240,-1.511450,-0.992366,-2.793893
0.081055,-0.414307,0.768311,-3.129771,0.030534,-1.030534
0.073486,-0.415039,0.762939,-4.839694,0.816794,0.206107
0.088623,-0.417236,0.765869,-5.160306,1.770992,1.259542
0.100342,-0.428711,0.775391,-5.717557,3.862595,0.870229
0.108398,-0.431641,0.792236,-5.595420,5.282443,0.351145
0.101318,-0.429199,0.791992,-4.931298,4.748092,-0.396947
0.096191,-0.435303,0.809814,-3.778626,3.389313,-1.610687
0.090576,-0.446289,0.815674,-2.137405,2.167939,-2.396947
0.091553,-0.446045,0.815186,-0.038168,-0.061069,-3.290076
0.085205,-0.437744,0.813965,1.992366,-2.190840,-4.473282
0.095215,-0.439209,0.822266,3.198473,-2.694656,-4.770992
0.086670,-0.437012,0.824707,4.977099,-2.824427,-4.992366
0.094238,-0.440918,0.824951,6.748092,-2.175573,-4.450382
0.091797,-0.433105,0.812500,8.312977,-1.534351,-4.374046
0.092773,-0.430908,0.799316,9.702291,-2.312977,-4.618320
0.091309,-0.431152,0.798096,10.954199,-3.816794,-4.755725
0.090332,-0.423584,0.798828,11.603053,-4.022901,-6.038168
0.085449,-0.410889,0.777588,10.320611,-5.221374,-5.656488
0.096191,-0.417969,0.769287,10.053435,-4.503817,-6.702290
0.101807,-0.418945,0.794678,10.396947,-5.374046,-7.114504
0.109375,-0.424561,0.790283,12.541985,-4.618320,-7.458015
0.109375,-0.427734,0.812988,16.900763,-4.061069,-8.862596
0.105713,-0.441406,0.834961,22.992367,-5.557252,-10.595420
0.097168,-0.447266,0.868896,30.053434,-9.015267,-12.404580
0.092529,-0.454834,0.882812,36.671757,-12.328244,-13.801527
0.081299,-0.449219,0.884766,40.984734,-15.893129,-14.862596
0.081299,-0.437256,0.870117,43.946564,-19.748091,-15.412213
0.078613,-0.431396,0.850830,46.648853,-22.847328,-15.656488
0.083740,-0.503418,0.930420,47.679390,-27.328245,-17.389313
0.120361,-0.440918,0.741455,51.022900,-23.427481,-17.977098
0.136475,-0.356445,0.817139,47.091602,-17.893129,-15.282443
0.129883,-0.374268,0.780273,47.625954,-13.763359,-14.885496
0.143311,-0.344727,0.788330,47.198475,-8.030535,-11.694656
0.149658,-0.350586,0.791260,48.916031,-1.297710,-10.190840
0.156982,-0.353760,0.822998,50.770992,4.000000,-10.679389
0.142822,-0.355957,0.838379,52.763359,7.572519,-10.847328
0.138184,-0.342285,0.835938,56.183205,9.435115,-10.847328
0.127441,-0.338867,0.848877,59.030533,6.770992,-11.603053
0.128418,-0.331055,0.852051,60.557251,2.984733,-12.877863
0.126465,-0.327637,0.858887,62.931297,-0.152672,-15.526717
0.125732,-0.337891,0.868652,66.984734,-4.312977,-17.984734
0.128662,-0.325439,0.858887,70.335876,-6.175572,-18.938931
0.138672,-0.315430,0.866455,71.694656,-6.977099,-19.549618
0.142090,-0.294189,0.865234,72.236641,-3.366412,-18.320610
0.125977,-0.281250,0.860596,72.511452,-0.755725,-16.366413
0.145264,-0.271240,0.864502,72.770996,3.458015,-14.816793
0.156006,-0.260010,0.868896,71.541985,8.625955,-13.870229
0.157715,-0.260010,0.879395,71.442749,14.786260,-13.900764
0.142334,-0.249268,0.883057,72.954201,17.480917,-13.251908
0.114258,-0.245361,0.877441,73.854965,15.641221,-12.595420
0.119141,-0.228027,0.878906,73.366409,13.664123,-13.893129
0.125732,-0.227295,0.891602,74.259544,10.427481,-14.931297
0.104492,-0.215576,0.885742,76.435112,5.129771,-16.778625
0.120361,-0.192383,0.878174,76.297707,2.717557,-17.007633
0.111328,-0.178223,0.882568,74.564888,0.167939,-16.389313
0.120361,-0.159424,0.858154,70.358780,1.068702,-14.183207
0.127930,-0.157959,0.882812,68.557251,4.839694,-11.389313
0.122803,-0.151367,0.879395,71.198471,9.030535,-8.770992
0.119629,-0.153076,0.875977,72.442749,11.190840,-6.709924
0.111572,-0.135010,0.869629,70.610687,12.816793,-5.763359
0.111328,-0.132080,0.877441,67.961830,13.083969,-5.229008
0.101074,-0.122314,0.891113,68.366409,12.625955,-4.732824
0.096436,-0.112549,0.872803,68.038170,10.549619,-4.419847
0.111328,-0.084717,0.866211,65.366409,9.251908,-4.564886
0.125732,-0.089355,0.865967,61.618320,7.480916,-5.282443
0.117188,-0.073975,0.856934,60.190838,8.984733,-5.473282
0.119629,-0.068359,0.871338,60.045803,11.274809,-3.770992
0.115479,-0.055176,0.868896,60.206108,14.564885,-1.702290
0.121826,-0.048828,0.863281,59.770992,15.427481,-1.419847
0.138428,-0.036621,0.864258,57.564884,18.305344,-1.427481
0.125000,-0.034180,0.868408,57.374046,22.099237,-0.351145
0.106934,-0.027100,0.869141,58.091602,20.717558,0.015267
0.099854,-0.016357,0.848145,57.618320,18.671755,0.076336
0.116943,-0.022461,0.856689,57.572517,15.427481,-2.412214
0.112061,-0.014893,0.859375,57.633587,11.854961,-5.190840
0.100586,-0.002930,0.850098,56.824429,8.465649,-6.358778
0.081787,0.009277,0.855957,56.229008,4.427481,-6.885496
0.076416,0.018799,0.844482,55.145039,2.564885,-6.190840
0.081787,0.033203,0.842285,53.145039,2.809160,-4.435114
0.080811,0.031006,0.835449,51.106869,4.900764,-2.564885
0.110107,0.029297,0.840576,51.290077,10.954199,-1.992366
0.126709,0.041504,0.864258,52.053436,14.664123,-2.145038
0.138428,0.042969,0.862305,52.374046,19.557251,-3.473282
0.122070,0.046875,0.863525,51.129772,21.496183,-5.809160
0.102539,0.054199,0.864014,52.167938,16.687023,-8.396947
0.076904,0.044434,0.883545,55.045803,9.824428,-10.114504
0.057617,0.064209,0.892578,57.000000,2.664122,-10.045801
0.055908,0.062500,0.893066,59.648853,-2.664122,-10.145039
0.059570,0.075684,0.889404,62.259541,-4.992366,-9.923664
0.071289,0.088623,0.877197,62.145039,-5.251908,-9.145039
0.093018,0.088135,0.846191,60.900764,-3.648855,-9.748092
0.092285,0.105713,0.842773,60.564884,-0.625954,-9.297709
0.093506,0.107422,0.849365,62.412212,2.763359,-8.167939
0.107666,0.116943,0.850098,65.442749,7.160306,-8.442748
0.091797,0.122070,0.860352,68.832062,8.923664,-9.480916
0.082764,0.132812,0.879150,69.404579,11.175572,-10.534351
0.004639,0.098389,0.859131,73.793892,10.824428,-8.541985
0.016357,0.152100,0.887451,71.862595,1.213740,-6.106870
0.043701,0.147461,0.851074,75.900764,-2.793893,-7.511450
0.012207,0.157959,0.862061,76.977097,-13.419847,-8.206107
0.022217,0.172852,0.861328,79.587784,-19.274809,-7.404580
0.039795,0.169922,0.854004,83.664124,-23.511450,-7.259542
0.056152,0.197021,0.843018,83.374046,-25.954199,-6.427481
0.063232,0.223633,0.813965,82.541985,-27.732824,-5.847328
0.094727,0.232422,0.805176,83.641220,-25.526718,-7.236641
0.169189,0.260010,0.813232,87.549622,-16.099237,-6.877862
0.132324,0.265625,0.824219,91.160309,-7.549618,-6.099236
0.123047,0.264404,0.799316,91.419846,-5.870229,-7.045802
0.130127,0.286621,0.786865,91.053436,-2.137405,-7.862596
0.103027,0.279053,0.800781,91.717560,-0.854962,-8.053435
0.079834,0.274170,0.793213,92.320610,-3.496183,-8.251908
0.061035,0.312256,0.776367,88.412216,-9.847328,-6.961832
0.095459,0.334961,0.700439,82.893127,5.786260,-2.312977
-0.036377,0.320801,0.781006,82.274811,-13.404580,-4.076336
0.091553,0.368896,0.748535,73.618324,-8.328244,-2.549618
0.088135,0.375977,0.719482,68.137405,-7.954198,-4.938931
0.102051,0.366943,0.708008,66.358780,-9.221375,-7.671756
0.117188,0.386719,0.716064,64.328247,-4.824428,-9.221375
0.110107,0.380859,0.710938,60.793892,-3.076336,-10.541985
0.065674,0.389160,0.724121,59.160305,-8.282443,-12.419847
0.098633,0.398193,0.725342,59.557251,-3.717557,-13.618320
0.091064,0.408447,0.730469,56.419846,5.679389,-9.290076
0.065674,0.394043,0.760010,57.809162,1.007634,-10.000000
0.088623,0.432617,0.730713,52.938931,5.694656,-5.954198
0.070312,0.443115,0.702393,48.435116,6.541985,-2.816794
0.065186,0.445801,0.708984,44.702290,7.000000,-0.358779
0.093750,0.437744,0.722656,43.541985,10.610687,0.358779
0.114746,0.417969,0.748535,44.977100,14.053435,-0.717557
0.112549,0.433350,0.750488,44.099236,17.152672,-0.877863
0.090576,0.466797,0.716553,39.343510,19.641222,0.099237
0.065918,0.482422,0.696045,33.274811,16.885496,1.190840
0.070312,0.488281,0.702881,28.236641,20.564886,2.801527
0.033203,0.475342,0.718506,26.793894,10.702291,1.442748
0.097412,0.489502,0.685059,26.007633,13.824428,2.793893
0.096191,0.469971,0.722656,28.198473,11.732824,0.679389
0.111328,0.477295,0.722656,28.954199,13.465649,0.312977
0.089600,0.484131,0.728516,27.679390,12.183207,-0.839695
0.078125,0.486572,0.717285,26.000000,10.404580,-1.259542
0.073486,0.481201,0.738281,26.343512,7.572519,-1.503817
0.063721,0.479736,0.753174,27.427481,6.793893,-1.587786
0.095703,0.473145,0.759277,29.358778,11.465649,-1.404580
0.092041,0.467773,0.784180,31.839695,15.442748,-1.778626
0.077393,0.469482,0.771973,32.770992,18.366413,-1.206107
0.059326,0.485107,0.775879,32.908398,18.419847,-0.305344
0.060059,0.480957,0.794189,33.213741,16.641222,0.450382
0.043701,0.488770,0.772949,34.824429,12.435115,0.061069
0.053955,0.495361,0.779297,37.061069,7.297710,-0.587786
0.059082,0.494385,0.793945,40.221375,5.175572,-1.221374
0.060547,0.501465,0.786377,42.129772,3.854962,-0.702290
0.063232,0.517578,0.775635,42.427483,6.145038,1.870229
0.072998,0.500244,0.761719,44.603054,10.450381,3.061069
0.070312,0.510010,0.761963,47.022900,13.687023,3.854962
0.070068,0.497559,0.760986,51.610687,16.229008,3.213740
0.053955,0.506348,0.773438,54.748093,15.053435,3.419847
0.045898,0.514648,0.754639,56.389313,12.358779,4.305344
0.042725,0.534180,0.728760,57.793892,11.328244,5.282443
